Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2024-MSS-RES-01534,,BRRRS - Reroof or Reside Residential,,"SFR / DETATCHED GARAGE UNIT A / remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield./ INSTALL PER IRC AND LISTING / 5.12   / VB / U",RHINO ROOFING,3000.0,0.0,,,4029 A O'LEARY ST,,3000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01536,,BRRRS - Reroof or Reside Residential,,"SFR / existing roof removed ,synthetic under lyment,metal 16 guage metal,storm damage / REPLACE ICE AND WATER SHIELD / SYTHENTIC UNDERLAYMENT / METAL ROOF PER IRC AND LISTING / 4:12 / VB/ R3",AV PRO,19000.0,0.0,,,1714 EATON ST,,19000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01539,,BRRRS - Reroof or Reside Residential,,"SFR / install OC TruDef Duration green,Quarrix Ridge Roll Venting,210 Smart Start,Arctic Seal,1030 Secure Start SG,420 OmniSeal Base/Ply black,430 OmniSeal Cap / INSTALL PER IRC AND LISTING / 7.12 /  VB / R3",RHINO ROOFING,17000.0,0.0,,,1534 MANSFIELD AVE,,17000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01549,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 10:12 / SINGLE STORY /  Remove existing roofing / Install Ice and water shield along all eves and valleys to code/ Install UDL 30 synthetic underlayment to rest of structure / Install New Malarkey Legacy shingles, drip edge, pipe boots, ridge vents",SCHROCK COMMERCIAL ROOFING INC,27963.84,0.0,,,5317 BIGFORK RD,,27963.84,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
,2024-MSS-RES-00444.01,,,,11/7/24 REVISION TO ADD SMALL ADDITIONS AND CHANGES,MIKE MCVICKER CONSTRUCTION,13118.0,,,46864.77,327 S EASY ST,,13118.0,33746.77,Modification to Work in Progress,Addition/Remodel,99.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
,2024-MSS-COM-00155.01,,,,11/7/24 REVISION TO ADD PH 2 BREEZEWAY,JACKSON CONTRACTOR GROUP INC,60251.5,,,,4720 23RD AVE,,60251.5,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
08 - New Business,2023-MSS-COM-00059,BNCON -  New Other,,,2021 CODES/MULLAN CROSSING CARPORT #1/NEW CARPORT/IIB/U,BTW INC,,19208.98,38651.2,,2370 CLARK FORK LN,MFR-APT,19208.98,19442.219999999998,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
08 - New Business,2023-MSS-COM-00061,BNCON -  New Other,,,2021 CODES/MULLAN CROSSING CARPORT #3/NEW CARPORT/IIB/U,BTW INC,,22275.96,44822.4,,2370 CLARK FORK LN,MFR-APT,22275.96,22546.440000000002,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2023-MSS-COM-00329,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/EDGEWATER RESORT/REMODEL/VB/R-2/A-3

The hotel is an existing structure with multiple connected wings, including public space, meeting rooms, ballroom, a restaurant and bar, kitchen, service areas and 169 guest rooms.  The wings consist of a single story public area structure, a two-story guest room wing and a three-story guest room wing.  The project includes a lobby renovation which is within the existing building footprint, including relocation of the entry vestibule and addition of a luggage storage area.  The pre-function area will be expanded to the existing roof overhang.  The public lobby restrooms and ""On the Fly"" areas will be remodeled/refinished within the existing footprint.  

The existing Fitness room/Pool Equipment room is being replaced with a new attached structure to house the pool mechanical room, pool restroom and a tenant finish space.

At the second floor, several existing spaces are being re-configured to house the new fitness room.",QUALITY CONSTRUCTION,3742000.0,0.0,,,100 MADISON ST,,3742000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00263,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/AMC THEATRE/REMODEL CONSISTS OF INSTALLING NEW COKE FREESTYLE AND ICEE MACHINES FOR CUSTOMER SELF-SERVICE DRINK DISPENSING; INSTALLING NEW POPCORN DISPLAY WARMERS, VENTLESS POPCORN POPPER, BOTTLED BEVERAGE REFRIGERATED DISPLAY CASE FOR CUSTOMER SELF-SERVICE PICK-UP./VB/M",PETRIE CONSTRUCTION LLC,764000.0,0.0,,,2901 BROOKS ST - MALL STORES,,764000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00266,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/MORTGAGE LENDER/NEW TI/VB/B,ROCKY MOUNTAIN REMODELS,30000.0,0.0,,,341 SW HIGGINS AVE,,30000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00267,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/SUITE 301/NEW TI/IIB/B

Tenant Improvement of third floor suite 301. New walls, electrical and mechanical systems throughout. existing casework and plumbing to remain. Existing finishes to remain.",LM COX INC,220000.0,0.0,,,33301 GREAT NORTHERN AVE  STE 301,,220000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00289,BCRRS -  Reroof/Reside Commercial,,,"2021 CODES/COM BLDG/REROOF/Remove Existing Roofing and install synthetic underlayment, ice & water and Asphalt shingles due to storm damage/PER CODE & LISTING/SINGLE STORY/7:12/VB/B","COLUMBIA BASIN EXTERIORS, LLC",33692.85,0.0,,,1410 RESERVE ST  SHELL,,33692.85,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00295,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/LE PETIT OUTRE/NEW TI/IIIB/A-2

THIS PROJECT CONSISTS OF INTERIOR TENANT IMPROVEMENT WORK IN AN EXISTING
BUILDING LOCATED AT 529 S. HIGGINS AVE., FOR THE USE OF A COFFEE SHOP.  THE
PREVIOUS USE OF THE SPACE WAS FOR A RESTAURANT.  THERE IS NO CHANGE OF USE.
THERE IS NO PROPOSED WORK TO THE BUILDING SHELL.",REAL ODD GOOD JOB LLC,125000.0,0.0,,,529 S HIGGINS AVE,,125000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00307,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/JM MORAN AND COMPANY OFFICE/Addition to existing commercial building./VB/B/F-1,JM MORAN & COMPANY INC,565000.0,0.0,,,826 SHERWOOD ST,,565000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00335,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/WILMA/Repair of existing fire escapes. Remodel of egress balcony. Adding security gates/1A/A-1/B/R-2,SIRIUS CONSTRUCTION INC,60000.0,0.0,,,131 M-1 S HIGGINS AVE,,60000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00336,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/COM BLDG/Interior remodel of an existing commercial building to create two tenant spaces/VB/B/S-1,OWNER,20000.0,0.0,,,1704 RANKIN ST,,20000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00342,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/ACEND SPORTS MEDICINE/NEW TI/REMODEL/VB/B

Interior Renovations to and existing building. No Change of Use. Previous use was Business,   New use is medical office classified as a neighborhood outpatient clinic per 2010 FGI.   Renovations include Interior finish updates,  addition of bathing facilities to 1 of 2 restrooms, replacement of HVAC, Domestic Hot Water systems, A new water line and service, structural shoring in the basement and a new roof.",HONE ARCHITECTS AND BUILDERS,300000.0,0.0,,,603 WOODY ST,,300000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00346,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/HDR SUITE 200/Modifying rooms for conference room, office, and phone rooms. We will be adding walls to 5 spaces to create the new areas, replacing outdated lighting, modifying hvac returns and grills./VB/B",LANGLAS AND ASSOCIATES INC,105000.0,0.0,,,700 SW HIGGINS AVE STE 200,,105000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00347,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/UM MANSFIELD LIBRARY RM 330/new partition wall containing 1 double and 1 single door./VB/E,D LOWER CONSTRUCTION,45900.0,0.0,,,910 MCLEOD AVE,,45900.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00354,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/COM BLDG/SUITE 4/Add new ADA complaint bathroom, add suite entry door, relocate door in existing bathroom, add closet/VB/B",GADDY CONTRUCTION LLC,10000.0,0.0,,,121 4 HICKORY ST,,10000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00361,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/SUITE 101/Interior Remodel - Framing interior non load bearing walls to close in three new offices. No existing walls will be disturbed./IIIB/B,ADEA PROPERTY MANAGEMENT LLP,35000.0,0.0,,,211 N HIGGINS AVE  STE 101,,35000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00370,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/SINFUL BEVERAGE/Seismic Fasters for Pallet Shelving in storage area/VB/B,OWNER,200.0,0.0,,,"521 W BICKFORD ST
STE B",,200.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00371,BCRRS -  Reroof/Reside Commercial,,,2021 CODES / COM/ REROOF / ICE AND WATER SHIELD / INSTALL PER IBC AND LISTING / VB / B / SLOPE 1:12 / SINGLE STORY/ Install (1) layer 2.0 ISO/Install 60MIL Reenforced EPDM. Machinal attach./ New 12” Wind turbine exhaust vents./ Install new 24 GA Capping metal on parapet wall./ Install new termination bar into new 6” seamless commercial gutter./ All accessories for complete roof system.,INDEPENDENT ROOFING LLC,50000.0,0.0,,,425 MSTR N 05TH ST W,,50000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00372,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/OFFICE BLDG/CHANGE OF USE/REMODEL/VB/B,KOACH CONSTRUCTION,68600.0,0.0,,,3355 CLARK ST,,68600.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2024-MSS-COM-00377,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/BURLINGTON SQUARE APTS/Replace existing exterior steel/concrete stairwell with a new powder coated ADA 2""max opening grating metal stairwell./VB/R-2",GREENBRIAR CONSTRUCTION,25000.0,0.0,,,2420 BURLINGTON AVE,,25000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
03 - New Single Family Residential,2024-MSS-RES-00096,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,BEAUCHAMP CONSTRUCTION INC,,84961.99,,305030.76,2775-A RIATA RD,SFR-ATT,84961.99,220068.77000000002,Single Dwelling Attached,New Construction,1.0,1,01 Data Dump,2025-01-01,January,01,2025,2025
03 - New Single Family Residential,2024-MSS-RES-00097,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,BEAUCHAMP CONSTRUCTION INC,,78972.1,,282725.13,2775-B RIATA RD,SFR-ATT,78972.1,203753.03,Single Dwelling Attached,New Construction,1.0,1,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-00116,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Finish unfinished basement and add 1 additional bedroom. Approx 75% of current basement is unfinished and this project seeks to finish the space into living space./VB/R-3,OWNER,15000.0,0.0,,,1127 LINCOLNWOOD,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
03 - New Single Family Residential,2024-MSS-RES-00564,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,93279.6,,335121.05,5835 HORN RD,SFR-DET,93279.6,241841.44999999998,Single Dwelling Detached,New Construction,2.0,1,01 Data Dump,2025-01-01,January,01,2025,2025
03 - New Single Family Residential,2024-MSS-RES-00565,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,90032.64,,324488.51,5827 HORN RD,SFR-DET,90032.64,234455.87,Single Dwelling Detached,New Construction,2.0,1,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-00586,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Complete kitchen remodel. Removing wall, adding a beam, moving and replacing windows & doors. Moving plumbing and electrical. Cabinets and flooring will be replaced./VB/R-3",DWIGHT THOMAS CARPENTRY,39624.0,0.0,,,2809 HIGHLAND DR,,39624.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
03 - New Single Family Residential,2024-MSS-RES-00606,,BNSFR - New Single Family Residence,,"2021 CODES/NSFR/ATT GARAGE/VB/R-3/U
Rev 01 - 01/30/2025: REV 1 / MOVE FOUNDATION BACK 6FT SOUTH / RESULTING IN 20 FT OFF HORN RD / REMOVE GARAGE EXTENSION",HAYDEN HOMES LLC,,74703.81,,263813.26,5775 HORN RD,SFR-DET,74703.81,189109.45,Single Dwelling Detached,New Construction,2.0,1,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-00993,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Convert finished basement closet into a bathroom with Toilet, Shower, and sink./VB/R-3",OWNER,5000.0,0.0,,,720 HIGHLAND PARK DR,,5000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01111,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/Reside 570 sq ft house with LP lap siding/PER CODE & LISTING/SINGLE STORY/VB/R-3,CLARK FORK CARPENTRY LLC,4500.0,0.0,,,1961 S 07TH ST W,,4500.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
03 - New Single Family Residential,2024-MSS-RES-01282,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/New two story single family home built on top of existing foundation walls./VB/R-3,JM MORAN & COMPANY INC,,218984.72,,777000.84,515 UNIVERSITY AVE,SFR-DET,218984.72,558016.12,Single Dwelling Detached,New Construction,2.0,1,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01493,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/BASEMENT REMODEL/EGRESS WINDOWS/VB/R-3

WITHIN BASEMENT: ENLARGE EXISTING NON-EGRESS WINDOW (48X42) FOR FUTURE LIVING SPACE, ADD EGRESS WINDOW (48X42) FOR BEDROOM, FINISH TWO ROOMS PER 2021 IRC",CANYON HOME LLC,9600.0,0.0,,,1000 WASHBURN ST,,9600.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01550,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 3:12 / TWO STORY/ Complete tear off of roofing material. dry in with ice and water barrier two rows, cover remaining roof in 30# synthetic underlayment. shingle up with 30 year architectural shingles, continuous ridge vent and ridge cap shingles. Haul all debris to landfill complete job site cleanup.",PURELIGHT POWER *UNLIMITED*,11875.0,0.0,,,1630 SUNFLOWER DR,,11875.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01551,,BRRRS - Reroof or Reside Residential,,2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 4:12 / SINGLE STORY/ Remove existing asphalt shingles.  install new drip edge to all eaves and gables.  Install ice and water shield to all eaves and valleys with synthetic under laminate to remaining facets.  Install new 40yr Malarkey architectural asphalt shingles to roof with continuous ridge vent where applicable.,BOYCE ROOFING AND CONSTRUCTION LLC,6700.0,0.0,,,2034 W KENT AVE,,6700.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01552,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / STORM DAMAGE REROOF / Remove previous roofing materials. clean and flatten deck/ Install drip edge, 2 rows of ice and water, and synthetic underlayment on the rest of the roof/ Install starter/ Install shingles starting along eaves and working way up to peak/ Install ridge vent and ridge. Replace flashing and boots as needed./ INSTALL PER IRC AND LISTING / 5.12  / VB / R3",CLW CONSTRUCTION LLC,10000.0,0.0,,,2726 BANCROFT ST,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01554,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES / SFR / RETROFIT FOR SOLAR / VB / R-3

The retrofit shall consist of 2x4 sister for the existing water damaged 2x4 truss top chord as shown in the image below, with 12d nails at 12"" O.C., staggered. New sister to extend within 12"" of existing 2x, only required at existing member with new solar attachment. Retrofit should happen before install.",PURELIGHT POWER *UNLIMITED*,400.0,0.0,,,5214 MAINVIEW DR,,400.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01556,,BRRRS - Reroof or Reside Residential,,"DETACHED GARAGE / ....Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield./ INSTALL PER IRC AND LISTING / 12.12 / VB / U",RHINO ROOFING,8000.0,0.0,,,4631 MONTICELLO PL,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01557,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield. / INSTALL PER IRC AND LISTING /  12.12   / VB / R3 / TWO STORIES",RHINO ROOFING,10000.0,0.0,,,4631 MONTICELLO PL,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2024-MSS-RES-01558,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield. / INSTALL PER IRC AND LISTING /  4.12  / VB / R3",RHINO ROOFING,15000.0,0.0,,,2703 STRATFORD LN,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2025-MSS-COM-00001,BCRRS -  Reroof/Reside Commercial,,,"2021 CODES / MULTI FAM / REROOF / ICE AND WATER SHIELD / INSTALL PER IBC AND LISTING / VB / R-3 / SLOPE 5:12 / TWO STORY/ Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,13000.0,0.0,,,1031 A-D CHARLO ST,,13000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
01 - Remodel Commercial,2025-MSS-COM-00004,BCRRS -  Reroof/Reside Commercial,,,"2021 CODES /  REROOF / ICE AND WATER SHIELD / INSTALL PER IBC AND LISTING / VB / B / SLOPE 1:12 / DOUBLE STORY/ Remove old roof layer and any damaged substrate, replace with new coverboard and new 60 Mil PVC Membrane. Seal all edges and penetrations, rebuild and install parapet cap and all drains as per original/ Observe low slope requirements",SCHROCK COMMERCIAL ROOFING INC,660000.0,0.0,,,2827 FORT MISSOULA RD,,660000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
02 - Remodel Residential,2025-MSS-RES-00010,,BRRRS - Reroof or Reside Residential,,2021 CODES / MOBILE SF/ REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 3:12 / SINGLE STORY/ Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code.,MIGHTY DOG ROOFING 157,10500.0,0.0,,,1 KATHY JO AVE,,10500.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2025-01-01,January,01,2025,2025
